texto,texto_traduzido
O dono do estabelecimento me tratou de forma hostil e constrangedora.,The owner of the establishment treated me in a hostile and embarrassing way.
"Esta Senhora  não condiz com nosso Publico ,ela foi Ofensiva , Grossa e sem Educação  para com os nossos  funcionários  ,Sendo assim foi Tratada da mesma Maneira  .
O The Pub Prioriza o atendimento e a lealdade aos Clientes , Acima de Tudo, a Educação e  Respeito .

Att ;

The Pub Bar Music .","This lady does not match our audience, she was offensive, thick and without education with our employees, so she was treated in the same way.
The Pub prioritizes service and loyalty to customers, above all, education and respect.

Att ;

The Pub Bar Music."
"Ambiente casual, show ao vivo, proprietárias são receptivas, faz promoções de cerveja e tem o preço justo.","Casual environment, live show, owners are receptive, do beer promotions and have the fair price."
"Lugar aconchegante, comida boa, música boa ,cerveja bem gelada, é um antendimento inigualável.
Parabéns recomendo","Cozy place, good food, good music, very cold beer, it is an unparalleled action.
Congratulations I recommend"
"Já foi um local maravilhoso pra tomar uma cervejinha gelada, isso lá na primeira década dos anos 2000, além deste bar tinha um ótimo restaurante e choperia que já fechou e que atendia muito bem o público, infelizmente tudo isso é passado. O bar está localizado numa viela que passa entre os prédios, ligando a Rua 3 à Avenida Anhanguera.
O local está abandonado pelo poder público, tomado pelos usuários de drogas, sem nenhum tipo de segurança ou infraestrutura.
Estive lá estes dias atrás passando pela viela achando que seria como antigamente, mas o local está tomado por usuários de drogas. Uma pena que o poder público não faz nada.","It was already a wonderful place to have a cold beer, this in the first decade of the 2000s, besides this bar had a great restaurant and beer that has already closed and that served the audience very well, unfortunately all this is passed. The bar is located in a alley that passes between the buildings, connecting 3 Street to Anhanguera Avenue.
The site is abandoned by the government, taken by drug users, without any safety or infrastructure.
I was there these days ago going through the alley thinking it would be like before, but the place is taken by drug users. A pity that the public power does nothing."
"Top de linha , senhor Liberato com excelente atendimento !","Top of line, Mr. Liberato with excellent service!"
"Comida boa, lugar agradável, mas cheio! Atendimento excelente, som ao vivo muito alto incomoda um pouco , pratos gostosos mas o preço é razoável.","Good food, nice but full place! Excellent service, very high live sound bothers a little, delicious dishes but the price is reasonable."
Muito top o atendimento dos caras!! Tão de parabéns,Very top the service of the guys !! SO TO CONGRATULATIONS
Ótimo lugar pra tomar umas,Great place to take some
"Comida boa ambiente agradável, recomendo","Good food pleasant environment, recommend"
super profissional,super professional
Cerveja 🍻 mau,Bad beer
Maravilhoso 🍻,WONDERFUL 🍻
Muito bom cerverja gelada tira gosto só ouro atendimento 10,Very good cerverja cold take taste only gold service 10
Ótimo lugar para tomar uma gelada,Great place to take a cold
Muito mesmo,Really
Excelente!,Great!
Tudo muito bom ambiente muito bem árvorezada,All very good atmosphere very well treated
O atendimento é muito bom! O espetinho e os acompanhamentos uma delícia.,The service is very good! The skewer and side dishes a delight.
Mi,Mi
"ótimo atendimento, comida sempre fresca e gostosa.","Great service, always fresh and delicious food."
Não entregaram meu pedido via Ifood. Telefone inoperante.,They did not deliver my order via iFood. Inoperative phone.
O melhor bar que vai te salvar nas madrugada,The best bar that will save you at dawn
Melhor comida da Região,Best food in the region
Atendimento personalizado e cerveja gelada!!,Personalized service and cold beer !!
Muito bom,Very good
Grossa sem educação,Thick without education
Top,Top
"Lugar bom, qualidade na alimentação! As vezes é falho no atendimento, mas relevamos!","Good place, quality in food! Sometimes it's flawed in service, but we release it!"
"Topzera, pra fumar um narguilê e tomar um breja de boas","Topzera, to smoke a hookah and take a goodbye of good"
"Muito bom mas, muito calorento","Very good but, very warm"
amei a experiência 😍😍📍,I loved the experience 😍😍cks
"Tem de melhorar muito pra ser 1 Bar. No máximo seria um ""churrasquinho da Skina"" e se muito. Atendimento lento e sem bebidas. Basicamente espetos e cervejas.","You have to improve a lot to be 1 bar. At most it would be a ""barbecue of the Skina"" and if so much. Slow care and without drinks. Basically skewers and beers."
Espetinhos muito saborosos. Bebidas sempre geladas.,Very tasty skewers. Always cold drinks.
Muito bom. A jantinha de picanha é excelente.,Very good. The picanha dinner is excellent.
"Tudo gostoso, cerveja gelada!","All hot, cold beer!"
Muito bacana ! Ótimo atendimento,Very cool ! Great service
Topissimo,Topissimo
"Melhor disco da vida! Excelente, parece coisa de Vó. Muito bom!","Best disc in life! Excellent, it looks like a grandmother thing. Very good!"
"É de rir né!? O pedaço de carne é de 10 gramas. Não tampa nem o buraco do dente! 😂 Salada parece que nem lavaram. É daquelas que compramos uma vez..🤦
pra quem gosta de comer só arroz e ainda velho, vale!! 16reais a marmita de arroz velho, única coisa que vem! A e uma banana frita verde e velha de dois dias atras tb..kkkk","It's laughing right!? The piece of meat is 10 grams. Do not cover the tooth hole! 😂 Salad looks like they didn't even wash. It's those we buy once..🤦
For those who like to eat only rice and still old, worth !! 16Reals the old rice lunchbox, the only thing that comes! A and an old and old fry banana of two days ago too..kkkk"
"Feijoada maravilhosa feita pela Sandra. E agora ele estão servindo almoço, aí que melhorou msm! <3","Wonderful feijoada made by Sandra. And now they are serving lunch, then it has improved msm! <3"
Adorei a barriga de porco defumada. Recomendo!,I loved the smoked pork belly. I recommend!
"Melhor lugar. Atendimento de primeira, comida de qualidade super aconchegante recomendo milhões","Best place. First service, super cozy quality food I recommend millions"
Spaço e bar top,Spaço and Bar Top
"Excelente atendimento,o proprietário é muito simpático vai nas mesas agradecer.","Excellent service, the owner is very friendly goes to the tables to thank."
"Cara fera, lugar top","Beast guy, top place"
Excelente lugar pra divertir,Excellent place to have fun
Lugar agradável,Pleasant
Top ótimo atendimento,Top Great Service
Bom. Lugar,Good place
Muito agradável 👍,Very nice 👍
"muito bom, ótimo atendimento","very good, great service"
Quarta eh top,Fourth Eh Top
Muito bom para um Hapy,Very good for a happy
"Simplesmente maravilhoso em todos os sentidos, qualidade no atendimento e nas refeições 😍👏🏻👏🏻👏🏻👏🏻","Simply wonderful in every way, quality of service and meals 😍👏🏻👏🏻👏🏻👏🏻"
Lugar agradável e preço bom,Pleasant place and good price
Bom lugar cerveja gelada e bom preço,Good place cold beer and good price
Gostoso,Tasty
"Cerveja gelada, bom atendimento e aquele torresminho! pra que melhor kkk","Cold beer, good service and that Torresmin! What's better kkk"
Uhuuuu!!! Torresminho não demais... Dona Raquel gente fina demais.,Uhuuuu !!! Torresmininho not too much ... Dona Raquel people too thin.
Melhor torresmo de Goiânia,BEST GOVERY OF GOIANIA
O MELHOR TORRESMO DE GOIÂNIA,The best crackling of Goiânia
"Lugar bastante acolhedor, a dona do Bar é muito gente fina , muito divertida e trata todos muito bem . E pra quem gosta de bebida barata com preço de atacado, aqui é a fonte.","Very welcoming place, the bar owner is very thin, very fun and treats everyone very well. And for those who like cheap drink with wholesale price, here is the source."
"Almoço caseiro, muito simples e saboroso, e as bebidas mais baratas da região noroeste!","Homemade lunch, very simple and tasty, and the cheapest drinks in the northwest region!"
Ótimo  maravilhoso,Great wonderful
Lugar muito bom,Very good place
Cerveja gelada,Cold beer
Bom atendimento,Good service
Ótimo,Excellent
Sou du goias e amo esse lugar,I'm du goias and I love this place
Ótimo atendimento. Serviço classe AAA,Great service. AAA Class Service
"Bar de primeira linha, preços honestos, bom atendimento,   excelente companhia do betao e família,","First -class bar, honest prices, good service, excellent betao and family company,"
Aconchegante. Encontro de amigos.,Cozy. Meeting with friends.
Cerveja 🍻 sempre bem gelada. Amoooooo,Beer 🍻 Always very cold. Amoooooo
Salgados muito Bom!!@,Very good salty !!@
Muito bom,Very good
Cervejinha gelada,Smelly beer
Bom,Good
"Atendimento excelente, comida deliciosa. Muito obrigada a todos do bar Brasil.","Excellent service, delicious food. Thank you so much from Bar Brasil."
Top!,Top!
"O lugar é muito bom pessoas amáveis educadas, super bem atendido ,aos sábados tem karaoke que deixa o ambiente mas descontraído.","The place is very good lovely educated people, super well attended, on Saturdays there are Karaoke who leaves the atmosphere but relaxed."
"Música ambiente agradável pessoas bonitas, bom atendimento, peticos feito na hora e fresco e muito mais.","Environmental music beautiful people beautiful people, good service, fresh and more fresh and more."
O ponto G agradece a todos os clientes. Sempre bem vindos. Estou sempre a disposição. E peço desculpa por qualquer contratempo. Abraço a todos.,Ponto G thanks all customers. Always welcome. I am always available. And I apologize for any setback. Hug to everyone.
Lugar muito bom. A Dona é muito massa receptiva ao extremo. Vale a pena conhecer,Very good place. The owner is very receptive mass to the extreme. worth knowing
Esse bar é muito top,This bar is very top
"Ótimo comida,bom atendimento","Great food, good service"
"Ambiente extremamente iluminado atendimento ótimo bebidas trincando de gelada, petiscos aqui tem tudo que vc precisa na melhor hora que vc precisa...

Recomendo muito 👍🏼","Extremely lit environment Great service crackling drinks, snacks here has everything you need in the best time you need ...

I highly recommend 👍🏼"
